role_id,bidang,nama_role,deskripsi,skill,gaji,R,I,A,S,E,C,2d/3d animation,3d mathematics,3d modeling,3ds max,a/b testing,accessibility (wcag),active directory,adobe after effects,adobe illustrator,adobe photoshop,adobe premiere pro,adobe xd,affinity mapping,agile,ahrefs,airflow,amazon seller central,amplitude,analytics reporting,android studio,angular,ansible,apache spark,api testing,appium,arcore,arkit,attribution modeling,audience research,aws,aws iot,azure,azure iot,backup & recovery,backup management,bash,bash scripting,bert,bgp,bigquery,blender,blockchain architecture,blog writing,bpmn,brand advocacy,brand identity,brand messaging,brand voice,budgeting,burp suite,business requirements documentation,c#,c++,c/c++,campaign coordination,campaign performance analysis,campaign reporting,canva,ci/cd,cinema 4d,cisco networking,cloud architecture,cloud infrastructure,cloud security,cloudformation,cms,cnns,collaboration,color theory,community engagement,compliance,compliance auditing,component design,content analytics,content creation,content marketing,content moderation,content strategy,copywriting,crm,crm analytics,crm data management,cro,cryptography,css,cuda,customer segmentation,cyber threat intelligence,dapps,data analysis,data entry,data guard,data modeling,data vault,data visualization,data warehouse design,data warehousing,data-driven strategy,database design,database recovery,dax,dbt,deep learning,deep neural networks,design systems,design tokens,digital marketing,digital painting,disaster recovery,discord management,dns,docker,documentation,editing,editorial planning,email automation,email communication,email management,email marketing,embedded linux,enterprise architecture,erd design,ethereum,etl,event coordination,excel,express.js,facebook business manager,feature engineering,figma,fine-tuning,firebase,firewall configuration,firewall management,firewalls,flask,forensics,funnel analysis,game interface design,game physics,gcp,git,google ads,google analytics,google search console,google workspace,gpt,gpt-4,gpu computing,group policy,hadoop,hbase,helm,heuristic evaluation,hive,hootsuite,html,hubspot,hugging face,hugging face transformers,hyper-v,hyperledger,ids/ips,image segmentation,incident response,indesign,index optimization,indexing,influencer marketing,information architecture,instagram ads,interaction design,interview techniques,intrusion detection,inventory management,invision,iot,iso 27001,java,javascript,jetpack compose,jira,journey mapping,jwt,kafka,kali linux,keras,keyframing,keyword research,kotlin,kpi reporting,kubernetes,lan,landing page optimization,langchain,layout design,link building,linux,llms,load balancing,log analysis,lottie,machine learning,malware analysis,mapreduce,market research,marketing attribution,marketing automation,maya,meta ads,meta ads manager,meta business suite,metadata management,metasploit,microcontrollers,microservices,microsoft 365,microsoft office,mitre att&ck,mixpanel,mlflow,mlops,model deployment,model fine-tuning,mongodb,motion graphics,mqtt,ms project,mysql,nagios,named entity recognition,network administration,network architecture,network defense,network security,networking,nist framework,nlp,nltk,node.js,normalization,nosql,notion,nsx,object detection,on-page optimization,opencv,openxr,oracle,ospf,pattern libraries,penetration testing,performance marketing,performance tuning,pl/sql,pmp,postgresql,postman,power bi,powershell,process mapping,procreate,product analytics,product listing optimization,programmatic advertising,project management,project management tools,prometheus,prompt engineering,prototype testing,prototyping,proxmox,python,pytorch,qos,qradar,r,rag,react,redis,rendering,replication,requirements analysis,research,resource planning,rest api,restful api,risk assessment,risk management,rnns,roi analysis,rtos,salesforce crm,sass,scala,sccm,scheduling,scikit-learn,scrum,selenium,sem,semrush,sensor integration,seo,seo basics,seo writing,shader graph,shader programming,shopify,siem,sketch,sketching,smart contracts,snowflake,social media,social media content,social media management,social media marketing,social media strategy,solidity,solution design,spacy,spark,spatial audio,spatial computing,splunk,sql,ssrs,stakeholder analysis,stakeholder communication,stakeholder management,statistical analysis,statistical modeling,storage management,stored procedures,storyboarding,storybook,substance painter,survey design,swift,system monitoring,t-sql,tableau,technical seo,tensorflow,terraform,testng,text classification,texturing,threat analysis,threat intelligence,threat modeling,tiktok,trello,typescript,typography,ui/ux design,uml,unity,unity ui,unreal engine,usability testing,user feedback analysis,user interface design,user research,uv mapping,ux principles,vector databases,version control,virtualization,visio,visual composition,visual effects,vmware,vmware vsphere,vsan,vue.js,vulnerability assessment,vulnerability management,vulnerability scanning,wan,web3.js,webpack,windows,windows server,wireframing,woocommerce,xcode,yolo,zbrush
R022,F01,Ethical Hacker,"Ethical Hacker atau Penetration Tester secara sah mensimulasikan serangan siber terhadap sistem perusahaan untuk mengidentifikasi dan melaporkan kerentanan sebelum dieksploitasi pihak jahat. Kegiatan hariannya mencakup reconnaissance, eksploitasi kerentanan, pembuatan laporan teknis, serta pemberian rekomendasi perbaikan kepada tim keamanan. Kreativitas berpikir seperti penyerang adalah kompetensi inti yang membedakan seorang ethical hacker.","penetration testing,bash scripting,python,linux,windows,cryptography,metasploit,kali linux,burp suite,network security",10000000,0.417,0.917,0.167,0.083,0.167,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R023,F01,SOC Analyst,"SOC Analyst memantau, mendeteksi, dan merespons insiden keamanan siber secara real-time dari Security Operations Center. Aktivitas utamanya meliputi analisis log dari SIEM seperti Splunk, investigasi alert keamanan, manajemen tiket insiden, dan koordinasi respons dengan tim terkait. Kewaspadaan tinggi dan kemampuan analitis yang tajam sangat dibutuhkan dalam peran ini.","siem,vulnerability assessment,incident response,network security,splunk,threat intelligence,firewall management,log analysis,ids/ips,python",5000000,0.333,0.917,0.083,0.083,0.133,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R024,F01,Information Security Specialist,"Information Security Specialist melindungi data dan sistem informasi organisasi dari ancaman internal maupun eksternal. Tugas hariannya mencakup manajemen kerentanan, analisis ancaman menggunakan Splunk dan QRadar, investigasi forensik digital, serta pengembangan kebijakan keamanan informasi. Mereka memastikan aset informasi perusahaan terlindungi sesuai standar keamanan industri.","threat intelligence,splunk,qradar,vulnerability management,incident response,python,siem,malware analysis,forensics,mitre att&ck",9047197,0.55,0.757,0.055,0.138,0.277,0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R025,F01,Cyber Defense,"Cyber Defense Analyst memfokuskan dirinya pada perlindungan aktif infrastruktur digital dari serangan siber yang terus berkembang. Kegiatan hariannya meliputi analisis ancaman siber, konfigurasi sistem deteksi intrusi, pemantauan jaringan secara proaktif, dan respons terhadap insiden keamanan. Mereka menjadi benteng pertama dalam menjaga kelangsungan operasional sistem dari serangan berbahaya.","threat analysis,siem,network defense,python,firewall configuration,intrusion detection,vulnerability scanning,incident response,ids/ips,cyber threat intelligence",8000000,0.417,0.917,0.083,0.083,0.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R026,F01,Solution Architect,"Solution Architect merancang solusi teknis end-to-end yang selaras dengan kebutuhan bisnis, memastikan skalabilitas, keamanan, dan efisiensi sistem. Peran ini mencakup evaluasi teknologi, perancangan arsitektur microservices atau cloud-native, serta panduan implementasi bagi tim engineering. Mereka berkolaborasi erat dengan pemangku kepentingan bisnis untuk menerjemahkan kebutuhan strategis menjadi blueprint teknis yang dapat dieksekusi.","aws,azure,kubernetes,python,java,ci/cd,microservices,solution design,terraform,enterprise architecture",18015072,0.25,0.917,0.333,0.417,0.583,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R027,F02,Data Analyst,"Data Analyst mengumpulkan, memproses, dan menganalisis data untuk menghasilkan wawasan bisnis yang mendukung pengambilan keputusan. Pekerjaan sehari-hari meliputi kueri SQL, pembuatan dashboard visualisasi di Tableau atau Power BI, serta penyajian temuan kepada pemangku kepentingan. Mereka menjadi jembatan antara data mentah dan strategi bisnis yang berbasis data.","sql,tableau,python,power bi,apache spark,hadoop,r,excel,data visualization,statistical analysis",6243162,0.167,0.917,0.25,0.25,0.25,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R028,F02,Data Scientist,"Data Scientist mengeksplorasi data berskala besar untuk menemukan pola tersembunyi, membangun model prediktif, dan memberikan rekomendasi berbasis data kepada bisnis. Aktivitas hariannya mencakup pengolahan data, feature engineering, pelatihan model machine learning, dan evaluasi performa model. Perpaduan antara kemampuan statistik, pemrograman, dan pemahaman bisnis menjadikan Data Scientist peran yang sangat strategis.","python,sql,machine learning,tableau,hadoop,scikit-learn,r,tensorflow,statistical modeling,data visualization",13529944,0.2,1.0,0.27,0.11,0.12,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R029,F02,Machine Learning Engineer,"Machine Learning Engineer membangun, melatih, dan menerapkan model machine learning ke dalam lingkungan produksi yang skalabel dan andal. Tanggung jawab utamanya meliputi pengembangan pipeline data, optimasi model, pengelolaan eksperimen dengan MLflow, dan kolaborasi dengan tim data science untuk deployment. Mereka memastikan model yang dikembangkan dapat beroperasi secara efisien dalam skala nyata.","python,machine learning,feature engineering,tensorflow,pytorch,scikit-learn,sql,mlflow,java,model deployment",10000000,0.25,0.967,0.25,0.083,0.167,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R030,F02,AI Engineer,"AI Engineer merancang dan mengimplementasikan sistem kecerdasan buatan, termasuk model deep learning dan large language model, untuk memecahkan masalah bisnis yang kompleks. Kegiatan hariannya mencakup fine-tuning model AI, pengembangan infrastruktur MLOps, dan integrasi solusi AI ke dalam produk atau layanan. Peran ini berada di garis terdepan inovasi teknologi yang mengubah cara industri beroperasi.","python,tensorflow,pytorch,scikit-learn,c++,java,llms,model fine-tuning,mlops,deep learning",13878761,0.25,0.967,0.333,0.083,0.167,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R031,F02,Business Intelligence Analyst,"Business Intelligence Analyst mengubah data bisnis menjadi laporan dan dashboard interaktif yang membantu manajemen membuat keputusan strategis berdasarkan fakta. Pekerjaan hariannya meliputi pengembangan laporan di Power BI atau Tableau, pengelolaan data warehouse, desain KPI, dan analisis tren bisnis. Mereka memastikan data yang tepat tersedia bagi pemimpin bisnis pada waktu yang dibutuhkan.","sql,power bi,tableau,etl,kpi reporting,data modeling,dax,ssrs,excel,data warehousing",6828398,0.04,0.735,0.155,0.142,0.57,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R032,F02,Data Engineer,"Data Engineer membangun dan memelihara infrastruktur pipeline data yang memungkinkan data mengalir dari berbagai sumber ke sistem penyimpanan dan analitik secara efisien. Tugas hariannya mencakup pengembangan ETL/ELT pipeline menggunakan Spark dan Airflow, manajemen data warehouse, serta orkestrasi data di cloud. Mereka adalah tulang punggung ekosistem data yang mendukung seluruh fungsi analitik perusahaan.","python,sql,apache spark,airflow,mongodb,hadoop,aws,scala,kafka,dbt",9796166,0.333,0.917,0.167,0.083,0.167,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
